Ticker,Close,RSI,RSI Recovery,MACD Status,BB Position,Earnings Soon,Analyst Upgrades,Bull Score,Signal
BCS,26.71,55.5,No - RSI 55.5,Bearish/Neutral,Mid/Upper,No,Yes (+55),38,Neutral
