Ticker,Close,RSI,RSI Recovery,MACD Status,BB Position,Earnings Soon,Analyst Upgrades,Bull Score,Signal
AEM,209.84,58.5,No - RSI 58.5,Bearish/Neutral,Mid/Upper,No,Yes (+53),38,Neutral
